"Tag","population","ID","gh_bench","gh_col","gh_row","Sample","ChlorA","ChlorB","gluc_Conc","flav_Conc","GM_Leaf_Len","GM_Leaf_Wid","GM_TotalLeaf_Area","GM_NumberOfLeaves","Row_Field","Col_Field","Larg_Leaf_Len_Bolt","Larg_Leaf_Wid_Bolt","GM_StemHeight_Bolt","GM_Leaf_Number_Bolt","RGR1","RGR2","RGR3","RGR4","petri_dish","family","common_garden","mortality"
"d|MAVBEL2-1-20|N|324","MAVBEL2","324",3,1,10,"324_2",0.41168214,0.133723055,0.234847035,0.125348905,63,67,9572,3,2,3,"Dead","Dead","Dead","Dead",8.49e-07,1.58e-07,3.99e-08,-1.12e-08,"d","1-20","N","0"
"d|MAVBEL2-1-20|N|325","MAVBEL2","325",1,4,16,"325_1",0.31476541,0.11170728,0.190755508,0.132876293,41,41,8305,3,6,4,"Dead","Dead","Dead","Dead",1.16e-06,5.69e-08,4.68e-08,-6.73e-08,"d","1-20","N","0"
"d|MAVBEL2-1-20|N|325","MAVBEL2","325",1,4,16,"325_2",0.358714485,0.157713945,0.12971366,0.101434556,58,63,8305,3,6,4,"Dead","Dead","Dead","Dead",1.16e-06,5.69e-08,4.68e-08,-6.73e-08,"d","1-20","N","0"
"e|MAVBEL2-1-20|N|329","MAVBEL2","329",2,2,6,"329_1",0.51209695,0.17893239,0.203096599088803,0.108101937554967,50,43,9993,4,7,2,"Dead","Dead","Dead","Dead",1.14e-06,1.69e-07,1.3e-08,3.21e-08,"e","1-20","N","0"
"e|MAVBEL2-1-20|N|329","MAVBEL2","329",2,2,6,"329_2",0.42355143,0.11101921,0.249986793,0.127016844,60,65,9993,4,7,2,"Dead","Dead","Dead","Dead",1.14e-06,1.69e-07,1.3e-08,3.21e-08,"e","1-20","N","0"
"e|MAVBEL2-1-20|N|330","MAVBEL2","330",1,2,18,"330_1",0.32911305,0.14194039,0.22006939,0.12387592,47,42,10512,4,6,6,"Dead","Dead","Dead","Dead",1.3e-06,2.93e-07,-6.88e-08,-1.91e-08,"e","1-20","N","0"
"e|MAVBEL2-1-20|N|330","MAVBEL2","330",1,2,18,"330_2",0.52469555,0.19756872,0.178926494,0.074552575,62,67,10512,4,6,6,"Dead","Dead","Dead","Dead",1.3e-06,2.93e-07,-6.88e-08,-1.91e-08,"e","1-20","N","0"
"e|MAVBEL2-1-20|N|333","MAVBEL2","333",3,6,8,"333_1",0.33175202,0.106708895,0.147370963,0.127417583,54,64,7858,3,3,2,"Dead","Dead","Dead","Dead",9.43e-07,4.7e-08,1.26e-07,-5.43e-08,"e","1-20","N","0"
"e|MAVBEL2-1-20|N|333","MAVBEL2","333",3,6,8,"333_2",0.30856346,0.115202775,0.148060701,0.105084527,40,39,7858,3,3,2,"Dead","Dead","Dead","Dead",9.43e-07,4.7e-08,1.26e-07,-5.43e-08,"e","1-20","N","0"
"c|MHBUR1-4-20|Q|335","MHBUR1","335",1,1,19,"335_1",0.613337605,0.223533285,0.249779872,0.126876044,52,53,12764,5,6,5,"4","4","3","3",7.56e-07,8.37e-07,5.79e-08,3.38e-08,"c","4-20","Q","1"
