"Tag","petri_dish","population","family","common_garden","ID","gh_bench","gh_col","gh_row","Row_Field","Col_Field","z_RGR1","z_RGR2","z_RGR3","z_RGR4","z_ChlorA","z_ChlorB","z_gluc_Conc","z_flav_Conc","z_Leaf_Len","z_Leaf_Wid","z_TotalLeaf_Area","z_NumberOfLeaves","mortality"
"e|MAVELK-1-20|N|i130","e","MAVELK1","1-20","N","i130",4,4,12,NA,NA,2.00522293458668,-0.796900317738943,0.544962174550438,-0.885123125788075,-0.934134773381351,-0.578978839018668,0,0,0.775364408355434,1.18497390057151,0.997354547940195,0.112804254517106,NA
"d|MAVELK-1-20|N|i131","d","MAVELK1","1-20","N","i131",5,6,12,8,6,0,0,0,-0.948855947302619,0.326481997356345,0.0867757945129684,2.31408856807707,2.35724270633864,-0.740215769291994,-0.954867651480941,0.0767316858590124,0.112804254517106,"0"
"d|MAVELK-1-20|N|i131","d","MAVELK1","1-20","N","i131",5,6,12,8,6,0,0,0,-0.948855947302619,-0.436676811675608,-1.13557301396543,0,0,0.296760141729931,0.757005590161022,0.0767316858590124,0.112804254517106,"0"
"e|MAVELK-1-20|N|i132","e","MAVELK1","1-20","N","i132",3,5,20,4,3,1.13035376431055,-0.808293731044208,0.00848605867472169,-0.152195678370823,-0.49251265479834,-0.351979263013147,-0.323434774956779,1.20842528869547,-1.05928528037566,-1.24017985842127,0.540278532708835,0.112804254517106,"0"
"e|MAVELK-1-20|N|i132","e","MAVELK1","1-20","N","i132",3,5,20,4,3,1.13035376431055,-0.808293731044208,0.00848605867472169,-0.152195678370823,0.12494795348959,0.348136030177882,0.388646971652157,1.11320613109907,1.0944339194391,1.04231779710135,0.540278532708835,0.112804254517106,"0"
"b|MBSGF1-X1|N|i134","b","MBSGF1","X1","N","i134",1,1,18,6,5,1.69116733500038,2.22602950277095,-0.217811515513572,0.258425785958595,0.11088016596568,2.1496413853669,0.401099507549315,2.5710561215912,-0.500913635979242,-0.312915185865205,0.583809581778488,0.112804254517106,"0"
"b|MBSGF1-X1|N|i134","b","MBSGF1","X1","N","i134",1,1,18,6,5,1.69116733500038,2.22602950277095,-0.217811515513572,0.258425785958595,2.31255795400132,1.9253966064313,-0.347577446594127,0.097764284385141,0.855131786126352,1.11364584883643,0.583809581778488,0.112804254517106,"0"
"d|MBSGF1-X1|N|i135","d","MBSGF1","X1","N","i135",3,4,11,2,5,-0.280653179545053,-0.115133166730328,-0.316778987958586,0.829289772953151,-0.742993030722,-0.667342334014579,-0.715054322253128,-0.0778927175345672,-1.2188200359175,-0.812211548010777,0.190853625311887,0.112804254517106,"1"
"d|MBSGF1-X1|N|i135","d","MBSGF1","X1","N","i135",3,4,11,2,5,-0.280653179545053,-0.115133166730328,-0.316778987958586,0.829289772953151,0.259586407618646,-0.00412142709773106,0,0,0.855131786126352,0.543021434955776,0.190853625311887,0.112804254517106,"1"
"d|MBSGF1-X1|N|i136","d","MBSGF1","X1","N","i136",5,5,13,8,5,0,0,0,-2.2144076888057,0.416860284617902,0.74623707621984,0.642526223922794,0.488953458914745,0.137225386188096,-0.241587134130123,-0.455935407824381,-1.18306901078916,"0"
